UserId,Influenced Billboards
814,"{1690: 0.0642263213227563, 1694: 0.0321131606613781, 1773: 0.9999522125585396, 2018: 0.0899168498518589, 2022: 0.0449584249259294, 2177: 0.0707254133613686, 2358: 0.057344929752461, 2360: 0.057344929752461, 2361: 0.057344929752461, 2366: 0.057344929752461, 2367: 0.057344929752461, 2369: 0.057344929752461, 2879: 0.1720347892573831, 3026: 0.0615502246009748, 3693: 0.0113332696167447, 4107: 0.3763261015005256, 4160: 0.1254420338335085, 5405: 0.0143362324381152, 7571: 1.152633088024467, 7582: 1.440791360030584, 7589: 0.5763165440122335, 7604: 1.440791360030584, 9247: 0.7380292459141737}"
815,"{6734: 0.0115999235400936, 8548: 0.0321131606613781, 8549: 0.0321131606613781, 8624: 0.0321131606613781, 8625: 0.0321131606613781, 8742: 0.0156551658224218, 8768: 0.0469654974672656, 9508: 0.1538755615024371}"
816,{}
817,"{1845: 0.9999522125585396, 9246: 0.4920194972761158, 10130: 0.0011468985950492, 10177: 0.0011468985950492, 10331: 0.0011468985950492, 10378: 0.0011468985950492, 10532: 0.0011468985950492, 10579: 0.0011468985950492}"
818,"{1734: 0.0321131606613781, 2989: 0.057344929752461, 7580: 2.5934244480550515, 7591: 1.152633088024467}"
819,"{845: 0.0811994647806556, 848: 0.0115999235400936, 871: 0.0231998470801873, 906: 0.0115999235400936, 908: 0.0115999235400936, 909: 0.0115999235400936, 911: 0.0115999235400936, 912: 0.0231998470801873, 913: 0.0347997706202809, 915: 0.0231998470801873, 916: 0.0115999235400936, 917: 0.0115999235400936, 918: 0.0231998470801873, 919: 0.0115999235400936, 920: 0.0115999235400936, 924: 0.0231998470801873, 999: 0.0347997706202809, 1008: 0.0463996941603746, 1115: 0.0811994647806556, 1118: 0.0115999235400936, 1141: 0.0231998470801873, 1176: 0.0115999235400936, 1178: 0.0115999235400936, 1179: 0.0115999235400936, 1181: 0.0115999235400936, 1182: 0.0231998470801873, 1183: 0.0347997706202809, 1185: 0.0231998470801873, 1186: 0.0115999235400936, 1187: 0.0115999235400936, 1188: 0.0231998470801873, 1189: 0.0115999235400936, 1190: 0.0115999235400936, 1194: 0.0231998470801873, 1269: 0.0347997706202809, 1278: 0.0463996941603746, 1282: 0.0811994647806556, 1285: 0.0115999235400936, 1308: 0.0231998470801873, 1343: 0.0115999235400936, 1345: 0.0115999235400936, 1346: 0.0115999235400936, 1348: 0.0115999235400936, 1349: 0.0231998470801873, 1350: 0.0347997706202809, 1352: 0.0231998470801873, 1353: 0.0115999235400936, 1354: 0.0115999235400936, 1355: 0.0231998470801873, 1356: 0.0115999235400936, 1357: 0.0115999235400936, 1361: 0.0231998470801873, 1436: 0.0347997706202809, 1445: 0.0463996941603746, 7025: 0.0115999235400936, 7026: 0.0115999235400936, 7027: 0.0115999235400936, 7028: 0.0115999235400936, 10725: 0.0027052470610723, 10726: 0.0027052470610723, 10737: 0.0027052470610723, 10738: 0.0027052470610723}"
820,"{1714: 0.0963394819841345, 2365: 0.057344929752461, 2914: 0.2293797190098442, 2915: 0.2293797190098442, 2916: 0.6307942272770718, 2917: 2.17910733059352, 2918: 1.777692822326293, 2919: 0.9175188760393772, 2920: 0.5161043677721496, 2921: 0.2293797190098442, 2922: 0.2293797190098442, 2923: 0.4014145082672274, 2925: 0.057344929752461, 2926: 0.1146898595049221, 2928: 0.057344929752461, 2929: 0.057344929752461, 2932: 0.057344929752461, 3715: 0.0339998088502341, 3716: 0.0339998088502341, 3717: 0.1359992354009366, 3718: 0.1133326961674471, 3719: 0.0566663480837235, 3720: 0.0453330784669788, 3721: 0.0226665392334894, 3722: 0.0339998088502341, 6466: 0.0321131606613781, 6564: 0.0115999235400936, 6648: 0.0115999235400936, 7142: 0.0115999235400936, 7227: 0.0115999235400936, 7653: 0.8644748160183503}"
821,"{1547: 0.0115999235400936, 3102: 0.0615502246009748, 4352: 0.0387078275829112, 4366: 0.0129026091943037, 5652: 0.0321131606613781, 5653: 0.0642263213227563, 5654: 0.0642263213227563, 5655: 0.0642263213227563, 5656: 0.0642263213227563, 5658: 0.0642263213227563, 5659: 0.0642263213227563, 5660: 0.0963394819841345, 5661: 0.1605658033068909, 5662: 0.0963394819841345, 5663: 0.1284526426455127, 5664: 0.0642263213227563, 5665: 0.2890184459524038, 5666: 0.2247921246296473, 5667: 0.2247921246296473, 5668: 0.1284526426455127, 5669: 0.1926789639682691, 5671: 0.0963394819841345, 5672: 0.1284526426455127, 5673: 0.1284526426455127, 5674: 0.1605658033068909, 5675: 0.1605658033068909, 5676: 0.0642263213227563, 5678: 0.0642263213227563, 5679: 0.1284526426455127, 5680: 0.1284526426455127, 5681: 0.1284526426455127, 5687: 0.0642263213227563, 5689: 0.0321131606613781, 5705: 0.2890184459524038, 7568: 1.440791360030584, 8343: 0.1190863041192774, 8418: 0.0321131606613781}"
822,"{826: 0.0115999235400936, 2890: 0.2293797190098442, 3004: 0.2293797190098442, 3169: 0.0174902035745006, 3192: 0.0349804071490012, 9118: 0.8610341202332027}"
823,"{2221: 0.0707254133613686, 3022: 0.0615502246009748, 3039: 0.0307751123004874, 3526: 0.0201663002962821, 3666: 0.5973430182548026, 3928: 0.0944470993023033, 4101: 0.2508840676670171, 4104: 0.2508840676670171, 4146: 0.3763261015005256, 4148: 0.2508840676670171, 4178: 0.2508840676670171, 4211: 0.0258052183886074, 4371: 0.0387078275829112, 4660: 0.0466644365860651, 4695: 0.0933288731721303, 5080: 0.0194972761158367, 5084: 0.0584918283475102, 6081: 0.0267609672178151, 7772: 0.8644748160183503, 7931: 0.0716811621905763, 7936: 0.1792029054764407, 8102: 0.0596387269425595, 8107: 0.1490968173563987, 9303: 0.3690146229570868, 9309: 0.9840389945522316, 9479: 0.1154066711268278}"
824,{9459: 0.1154066711268278}
825,"{2811: 0.0266653923348943, 5205: 0.0196286915798528}"
826,"{1777: 2.999856637675619, 1891: 0.9999522125585396, 4331: 0.0516104367772149, 4355: 0.0387078275829112, 4364: 0.0258052183886074, 4947: 0.0190213131988913, 5829: 0.0479021313198891, 5900: 0.0364713753225652, 5981: 0.0596387269425595, 6039: 0.0535219344356303, 7565: 1.152633088024467, 7775: 2.5934244480550515, 7852: 0.2508840676670171, 7873: 0.0358405810952881, 8023: 0.2087355442989582, 8044: 0.0298193634712797, 9318: 0.9840389945522316}"
827,"{10267: 0.0045875943801968, 10302: 0.0034406957851476, 10468: 0.0045875943801968, 10503: 0.0034406957851476, 10669: 0.0045875943801968, 10704: 0.0034406957851476, 10947: 0.0027052470610723, 10949: 0.0027052470610723}"
828,"{10118: 0.0022937971900984, 10319: 0.0022937971900984, 10520: 0.0022937971900984}"
829,{}
830,"{6406: 0.0364713753225652, 6534: 0.0231998470801873, 6537: 0.0347997706202809, 6618: 0.0231998470801873, 6621: 0.0347997706202809}"
831,{2998: 0.1146898595049221}
832,"{154: 0.0115999235400936, 168: 0.0115999235400936}"
833,"{1947: 0.0886934913504731, 1954: 0.0443467456752365, 4924: 0.0095106565994456, 5807: 0.0239510656599445, 5959: 0.0298193634712797, 10248: 0.0057344929752461, 10253: 0.0011468985950492, 10306: 0.0022937971900984, 10449: 0.0057344929752461, 10454: 0.0011468985950492, 10507: 0.0022937971900984, 10650: 0.0057344929752461, 10655: 0.0011468985950492, 10708: 0.0022937971900984}"
834,"{2370: 0.057344929752461, 2955: 0.057344929752461}"
835,"{841: 0.0115999235400936, 1897: 3.9998088502341584, 2351: 0.0321131606613781, 2927: 0.057344929752461, 7086: 0.0115999235400936, 7087: 0.0115999235400936, 7088: 0.0115999235400936, 7089: 0.0115999235400936, 7090: 0.0115999235400936, 7091: 0.0115999235400936, 7092: 0.0115999235400936, 7093: 0.0115999235400936, 7354: 0.0115999235400936, 8245: 0.2278027334416515, 8866: 0.0321131606613781, 10761: 0.0027052470610723, 10762: 0.0027052470610723, 10763: 0.0027052470610723, 10801: 0.0027052470610723, 10802: 0.0027052470610723, 11046: 0.0027052470610723, 11047: 0.0027052470610723}"
836,"{2624: 0.0894580904138392, 2677: 0.0298193634712797, 7593: 0.8644748160183503, 7903: 0.0358405810952881, 8074: 0.0298193634712797}"
837,"{2211: 0.0707254133613686, 2226: 0.0707254133613686, 2234: 0.0707254133613686, 2235: 0.0707254133613686, 4634: 0.1866577463442607, 4683: 0.0933288731721303, 4703: 0.1399933097581955, 4715: 0.0466644365860651, 4716: 0.0466644365860651, 5569: 0.057344929752461, 5594: 0.057344929752461, 6461: 0.0321131606613781, 6558: 0.0115999235400936, 6642: 0.0115999235400936, 7137: 0.0115999235400936, 7222: 0.0115999235400936, 9167: 0.1230048743190289, 9375: 0.0384688903756092, 9466: 0.1538755615024371}"
838,"{872: 0.0231998470801873, 1142: 0.0231998470801873, 1309: 0.0231998470801873, 1738: 0.0963394819841345, 3275: 0.0334512090222689, 3412: 0.0143362324381152, 5333: 0.0430086973143457, 5345: 0.0143362324381152, 9391: 0.0769377807512185}"
839,"{2445: 0.0642263213227563, 2454: 0.0321131606613781, 2464: 0.0321131606613781, 2469: 0.1284526426455127, 2470: 0.0963394819841345, 2473: 0.1284526426455127, 9139: 0.2460097486380579}"
840,{}
841,"{1685: 0.0321131606613781, 1782: 0.9999522125585396, 1822: 3.9998088502341584, 1869: 1.9999044251170792, 2281: 0.0298193634712797, 2662: 0.0894580904138392, 2698: 0.1789161808276785, 2703: 0.0596387269425595, 2718: 0.0596387269425595, 2842: 0.0533307846697887, 4215: 0.0516104367772149, 4355: 0.0387078275829112, 4648: 0.0933288731721303, 4761: 0.0471834082003249, 4838: 0.0458759438019688, 7899: 0.0716811621905763, 7908: 0.1433623243811526, 8070: 0.0596387269425595, 8079: 0.119277453885119, 9252: 0.3690146229570868, 9304: 0.2460097486380579, 9616: 0.0022937971900984, 9737: 0.0022937971900984, 9858: 0.0022937971900984, 9979: 0.0022937971900984, 10100: 0.0022937971900984, 10315: 0.0057344929752461, 10516: 0.0057344929752461, 10717: 0.0057344929752461}"
842,"{155: 0.0115999235400936, 169: 0.0115999235400936, 210: 0.0115999235400936, 212: 0.0115999235400936, 215: 0.0115999235400936, 800: 0.0115999235400936, 1515: 0.0115999235400936, 1516: 0.0115999235400936, 1534: 0.0115999235400936, 1535: 0.0115999235400936, 3229: 0.0669024180445378, 3366: 0.0286724648762305, 5442: 0.1283336519162763, 5747: 0.0642263213227563, 5751: 0.0642263213227563, 7581: 1.152633088024467, 7595: 1.7289496320367008, 7693: 0.5763165440122335, 7735: 0.8644748160183503, 7776: 1.152633088024467, 7778: 1.7289496320367008, 7951: 0.1792029054764407, 8122: 0.1490968173563987, 9150: 1.1070438688712607, 9340: 0.1154066711268278, 9346: 0.0769377807512185, 10252: 0.0022937971900984, 10296: 0.0057344929752461, 10453: 0.0022937971900984, 10497: 0.0057344929752461, 10654: 0.0022937971900984, 10698: 0.0057344929752461}"
843,"{3577: 0.238937207301921, 3839: 0.0377788397209213, 4486: 0.0194972761158367}"
844,"{337: 0.0115999235400936, 338: 0.0115999235400936, 367: 0.0115999235400936, 380: 0.0115999235400936, 662: 0.0115999235400936, 6717: 0.0115999235400936, 6817: 0.0115999235400936, 6832: 0.0115999235400936, 6919: 0.0115999235400936, 6926: 0.0115999235400936, 8784: 0.0321131606613781, 8785: 0.0321131606613781, 8789: 0.0321131606613781, 8793: 0.0321131606613781, 8917: 0.0321131606613781, 8930: 0.0321131606613781, 9119: 0.6150243715951448, 11024: 0.0027052470610723, 11027: 0.0027052470610723, 11030: 0.0027052470610723, 11033: 0.0027052470610723, 11035: 0.0027052470610723, 11039: 0.0027052470610723, 11041: 0.0027052470610723}"
845,{}
846,"{15: 0.0115999235400936, 16: 0.0231998470801873, 18: 0.0115999235400936, 24: 0.0115999235400936, 25: 0.0231998470801873, 27: 0.0115999235400936, 2030: 0.0321131606613781, 2031: 0.0321131606613781, 2035: 0.0321131606613781, 2037: 0.0321131606613781, 2039: 0.0321131606613781, 2076: 0.0321131606613781, 2101: 0.0240848704960336, 2106: 0.0240848704960336, 2107: 0.0240848704960336, 6286: 0.0115999235400936, 6289: 0.0115999235400936, 6294: 0.0115999235400936, 6295: 0.0115999235400936, 6305: 0.0115999235400936, 6308: 0.0115999235400936, 6313: 0.0115999235400936, 6314: 0.0115999235400936, 6324: 0.0115999235400936, 6327: 0.0115999235400936, 6332: 0.0115999235400936, 6333: 0.0115999235400936, 6343: 0.0115999235400936, 6348: 0.0115999235400936, 6349: 0.0115999235400936, 6358: 0.0115999235400936, 6363: 0.0115999235400936, 6364: 0.0115999235400936, 7579: 0.8644748160183503, 7768: 1.7289496320367008, 9109: 0.2460097486380579, 10302: 0.0034406957851476, 10503: 0.0034406957851476, 10704: 0.0034406957851476, 11001: 0.0027052470610723, 11021: 0.0027052470610723}"
847,"{3003: 0.1146898595049221, 5663: 0.1284526426455127, 5665: 0.2890184459524038, 5666: 0.2247921246296473, 5667: 0.2247921246296473, 5668: 0.1284526426455127, 5669: 0.1926789639682691, 5670: 0.1605658033068909, 5672: 0.1284526426455127, 5673: 0.1284526426455127, 5674: 0.1605658033068909, 5677: 0.0642263213227563, 5679: 0.1284526426455127, 5680: 0.1284526426455127, 5681: 0.1284526426455127, 5682: 0.1284526426455127, 5692: 0.0321131606613781, 5694: 0.0321131606613781}"
848,"{818: 0.0115999235400936, 1736: 0.0321131606613781, 3141: 0.0524706107235018, 3524: 0.0201663002962821, 4954: 0.0430086973143457}"
849,"{1861: 3.9998088502341584, 2218: 0.0707254133613686, 3760: 0.0113332696167447, 4414: 0.0194972761158367, 6185: 0.0535219344356303, 7721: 1.152633088024467, 7732: 1.152633088024467, 7738: 0.5763165440122335, 7921: 0.0716811621905763, 8092: 0.0596387269425595, 9098: 0.8610341202332027, 9239: 0.2460097486380579, 9257: 0.4920194972761158, 9258: 0.4920194972761158, 9260: 0.4920194972761158, 9261: 0.7380292459141737, 9263: 0.6150243715951448, 9272: 0.4920194972761158, 9318: 0.9840389945522316, 9322: 0.7380292459141737, 9505: 0.1154066711268278, 9600: 0.0057344929752461, 9721: 0.0057344929752461, 9842: 0.0057344929752461, 9963: 0.0057344929752461, 10084: 0.0057344929752461, 10119: 0.0034406957851476, 10320: 0.0034406957851476, 10521: 0.0034406957851476}"
850,"{812: 0.0115999235400936, 2023: 0.0449584249259294, 7661: 2.5934244480550515, 8241: 0.2278027334416515, 9198: 1.2300487431902898, 9199: 0.6150243715951448, 9579: 0.0022937971900984, 9700: 0.0022937971900984, 9821: 0.0022937971900984, 9942: 0.0022937971900984, 10063: 0.0022937971900984}"
851,"{2828: 0.0266653923348943, 2831: 0.0266653923348943, 3177: 0.0174902035745006}"
852,"{2773: 0.0963394819841345, 6132: 0.0535219344356303, 6147: 0.1070438688712606, 6172: 0.0267609672178151, 6491: 0.0963394819841345, 7167: 0.0347997706202809, 7252: 0.0347997706202809}"
853,{5331: 0.0143362324381152}
854,"{2680: 0.0596387269425595, 9014: 0.0115999235400936, 9023: 0.0115999235400936}"
855,{}
856,"{2382: 0.0449584249259294, 2392: 0.0449584249259294, 2393: 0.0449584249259294, 3113: 0.0307751123004874, 3137: 0.0524706107235018, 3185: 0.0174902035745006, 3792: 0.0372742043390996, 3980: 0.0219000286724648, 3981: 0.0219000286724648, 4017: 0.0219000286724648, 4018: 0.0219000286724648, 4055: 0.0219000286724648, 5361: 0.0286724648762305, 5368: 0.0286724648762305, 5375: 0.0143362324381152, 5390: 0.0286724648762305}"
857,{}
858,"{2337: 0.0321131606613781, 2717: 0.0298193634712797, 2761: 0.0642263213227563, 2762: 0.0963394819841345, 2763: 0.0642263213227563, 2764: 0.0642263213227563, 2765: 0.0321131606613781, 2766: 0.0321131606613781, 2767: 0.0321131606613781, 2769: 0.0642263213227563, 2770: 0.0321131606613781, 2771: 0.0321131606613781, 2772: 0.0321131606613781, 2773: 0.0963394819841345, 2774: 0.0321131606613781, 2775: 0.0321131606613781, 2776: 0.0321131606613781, 2778: 0.0321131606613781, 3280: 0.1338048360890757, 3417: 0.057344929752461, 6053: 0.0802829016534454, 6069: 0.1070438688712606, 6074: 0.0802829016534454, 6076: 0.1070438688712606, 6130: 0.0535219344356303, 6163: 0.0267609672178151, 6170: 0.0535219344356303, 6171: 0.0535219344356303, 6178: 0.0535219344356303, 6191: 0.0535219344356303, 6389: 0.0137627831405906, 6480: 0.0963394819841345, 6481: 0.0963394819841345, 6482: 0.0642263213227563, 6483: 0.0642263213227563, 6484: 0.0321131606613781, 6485: 0.0321131606613781, 6486: 0.0321131606613781, 6487: 0.0642263213227563, 6488: 0.0321131606613781, 6489: 0.0321131606613781, 6490: 0.0321131606613781, 6491: 0.0963394819841345, 6492: 0.0321131606613781, 6493: 0.0321131606613781, 6496: 0.0642263213227563, 6502: 0.0321131606613781, 6579: 0.0115999235400936, 6663: 0.0115999235400936, 7156: 0.0347997706202809, 7157: 0.0347997706202809, 7158: 0.0231998470801873, 7159: 0.0231998470801873, 7160: 0.0115999235400936, 7161: 0.0115999235400936, 7162: 0.0115999235400936, 7163: 0.0231998470801873, 7164: 0.0115999235400936, 7165: 0.0115999235400936, 7166: 0.0115999235400936, 7167: 0.0347997706202809, 7168: 0.0115999235400936, 7169: 0.0115999235400936, 7172: 0.0231998470801873, 7178: 0.0115999235400936, 7241: 0.0347997706202809, 7242: 0.0347997706202809, 7243: 0.0231998470801873, 7244: 0.0231998470801873, 7245: 0.0115999235400936, 7246: 0.0115999235400936, 7247: 0.0115999235400936, 7248: 0.0231998470801873, 7249: 0.0115999235400936, 7250: 0.0115999235400936, 7251: 0.0115999235400936, 7252: 0.0347997706202809, 7253: 0.0115999235400936, 7254: 0.0115999235400936, 7257: 0.0231998470801873, 7263: 0.0115999235400936}"
859,"{3954: 0.1032208735544299, 3955: 0.4128834942177196, 3957: 0.4128834942177196, 3959: 0.1032208735544299, 3960: 0.0688139157029532, 3961: 0.0344069578514766, 3962: 0.0688139157029532, 3964: 0.0344069578514766, 3965: 0.0344069578514766, 3993: 0.1376278314059065, 3994: 0.4128834942177196, 3995: 0.1032208735544299, 3996: 0.1376278314059065, 3997: 0.0344069578514766, 3998: 0.0688139157029532, 3999: 0.0688139157029532, 4029: 0.3096626206632897, 4030: 0.1376278314059065, 4031: 0.4128834942177196, 4033: 0.1376278314059065, 4034: 0.1032208735544299, 4038: 0.0344069578514766, 5092: 0.0194972761158367, 5093: 0.0584918283475102, 5094: 0.2339673133900411, 5095: 0.077989104463347, 5096: 0.1754754850425308, 5097: 0.077989104463347, 5099: 0.1949727611583676, 5100: 0.1754754850425308, 5102: 0.1559782089266941, 5103: 0.0194972761158367, 5104: 0.0584918283475102, 5105: 0.0389945522316735, 5106: 0.0584918283475102, 5107: 0.077989104463347, 5108: 0.0389945522316735, 5109: 0.0194972761158367, 5110: 0.0389945522316735, 5111: 0.0389945522316735, 5112: 0.0584918283475102, 5113: 0.0194972761158367, 5114: 0.0194972761158367, 5115: 0.0389945522316735, 5117: 0.0584918283475102, 5125: 0.0389945522316735, 5126: 0.0194972761158367, 5127: 0.0194972761158367, 5129: 0.0194972761158367, 5132: 0.0194972761158367}"
860,"{2427: 0.0642263213227563, 2443: 0.0642263213227563, 2502: 0.0321131606613781, 2575: 0.0321131606613781, 2668: 0.0298193634712797, 3640: 0.238937207301921, 3902: 0.0377788397209213, 5489: 0.1283336519162763, 5519: 0.0855557679441842, 5521: 0.0855557679441842, 7894: 0.0358405810952881, 7902: 0.0358405810952881, 8065: 0.0298193634712797, 8073: 0.0298193634712797, 8387: 0.1190863041192774, 10276: 0.0022937971900984, 10477: 0.0022937971900984, 10678: 0.0022937971900984}"
861,{2671: 0.0596387269425595}
862,{}
863,"{1947: 0.0886934913504731, 4254: 0.0258052183886074, 4920: 0.0095106565994456, 5383: 0.0143362324381152, 5803: 0.0239510656599445, 5883: 0.0182356876612826, 5955: 0.0298193634712797, 6024: 0.0267609672178151, 6146: 0.0267609672178151, 6147: 0.1070438688712606}"
864,"{1009: 0.0115999235400936, 6943: 0.0115999235400936, 6948: 0.0115999235400936, 6949: 0.0115999235400936, 6967: 0.0115999235400936, 6972: 0.0115999235400936, 6973: 0.0115999235400936, 6991: 0.0115999235400936, 6996: 0.0115999235400936, 6997: 0.0115999235400936, 7015: 0.0115999235400936, 7020: 0.0115999235400936, 7021: 0.0115999235400936, 10723: 0.0027052470610723}"
865,"{2931: 0.057344929752461, 2938: 0.2293797190098442, 2966: 0.057344929752461, 2968: 0.1720347892573831, 2976: 0.057344929752461, 2981: 0.1146898595049221, 3733: 0.0339998088502341, 4067: 0.2508840676670171, 4345: 0.0645130459715186, 4498: 0.0194972761158367, 4539: 0.0584918283475102, 9557: 0.0011468985950492, 9678: 0.0011468985950492, 9799: 0.0011468985950492, 9920: 0.0011468985950492, 10041: 0.0011468985950492}"
866,{3137: 0.0524706107235018}
867,{}
868,"{1012: 0.0115999235400936, 1017: 0.0115999235400936, 1744: 0.0642263213227563, 2700: 0.119277453885119, 2734: 0.0596387269425595, 2788: 0.0266653923348943, 2888: 0.1146898595049221, 3037: 0.0615502246009748, 3820: 0.0186371021695498, 9618: 0.0022937971900984, 9739: 0.0022937971900984, 9860: 0.0022937971900984, 9981: 0.0022937971900984, 10102: 0.0022937971900984}"
869,"{2586: 0.119277453885119, 2694: 0.0298193634712797}"
870,{}
871,{}
872,"{1765: 0.0963394819841345, 2697: 0.0596387269425595, 5550: 0.2138894198604606, 7591: 1.152633088024467, 9098: 0.8610341202332027, 9099: 0.6150243715951448, 9123: 0.7380292459141737}"
873,"{740: 0.0115999235400936, 746: 0.0115999235400936, 2751: 0.0182356876612826, 3109: 0.0307751123004874, 3155: 0.0349804071490012, 4589: 0.0389945522316735, 7322: 0.0172034789257383, 9249: 0.3690146229570868}"
874,"{6941: 0.0115999235400936, 6942: 0.0115999235400936, 6965: 0.0115999235400936, 6966: 0.0115999235400936, 6989: 0.0115999235400936, 6990: 0.0115999235400936, 7013: 0.0115999235400936, 7014: 0.0115999235400936}"
875,{}
876,"{2624: 0.0894580904138392, 2626: 0.0298193634712797, 2735: 0.119277453885119}"
877,"{1108: 0.0115999235400936, 1110: 0.0115999235400936}"
878,"{2318: 0.0321131606613781, 4431: 0.0194972761158367, 5314: 0.0143362324381152, 5316: 0.0143362324381152, 5329: 0.0143362324381152, 5337: 0.0143362324381152, 5360: 0.0143362324381152}"
879,"{9289: 0.4920194972761158, 10194: 0.0011468985950492, 10395: 0.0011468985950492, 10596: 0.0011468985950492}"
880,"{2460: 0.0321131606613781, 2874: 0.2867246487623053, 2898: 0.2293797190098442, 2899: 0.1720347892573831, 2906: 0.057344929752461, 9098: 0.8610341202332027, 9136: 0.3690146229570868, 9629: 0.0045875943801968, 9750: 0.0045875943801968, 9871: 0.0045875943801968, 9992: 0.0045875943801968, 10113: 0.0045875943801968}"
881,"{219: 0.0115999235400936, 224: 0.0115999235400936, 2114: 0.0321131606613781, 2116: 0.0642263213227563, 2118: 0.0642263213227563, 2119: 0.0321131606613781, 2120: 0.0321131606613781, 2121: 0.0642263213227563, 2123: 0.0321131606613781, 2124: 0.0321131606613781, 2127: 0.0321131606613781, 2129: 0.0321131606613781, 2130: 0.0321131606613781, 2131: 0.0321131606613781, 2132: 0.0321131606613781, 2134: 0.0642263213227563, 2135: 0.0321131606613781, 2137: 0.0642263213227563, 2138: 0.0321131606613781, 2144: 0.0321131606613781, 2145: 0.0321131606613781, 2146: 0.0321131606613781, 2148: 0.0642263213227563, 2149: 0.0321131606613781, 2151: 0.0642263213227563, 2152: 0.0321131606613781, 2158: 0.0642263213227563, 2167: 0.0321131606613781, 2168: 0.0642263213227563, 2416: 0.0321131606613781, 2419: 0.0321131606613781, 2442: 0.0321131606613781, 4578: 0.0194972761158367, 6521: 0.0238937207301921}"
882,"{655: 0.0115999235400936, 1502: 0.0115999235400936, 1521: 0.0115999235400936, 1812: 1.9999044251170792, 1921: 0.0443467456752365, 2045: 0.0321131606613781, 4080: 0.2508840676670171, 4378: 0.0194972761158367, 5454: 0.0427778839720921, 5780: 0.0239510656599445, 5792: 0.0239510656599445, 5941: 0.0298193634712797, 8357: 0.0595431520596387, 8910: 0.0321131606613781, 8923: 0.0321131606613781, 9007: 0.0115999235400936, 9194: 0.2460097486380579}"
883,"{1613: 0.0115999235400936, 1630: 0.0115999235400936, 1647: 0.0115999235400936, 1664: 0.0115999235400936}"
884,"{1614: 0.0115999235400936, 1631: 0.0115999235400936, 1648: 0.0115999235400936, 1665: 0.0115999235400936, 2255: 0.0596387269425595, 2264: 0.0298193634712797, 4735: 0.0943668164006499, 4744: 0.0471834082003249, 4812: 0.0917518876039376, 4821: 0.0458759438019688, 5287: 0.0286724648762305, 8223: 0.6834082003249546, 9476: 0.0769377807512185}"
885,"{657: 0.0231998470801873, 659: 0.0115999235400936, 664: 0.0115999235400936, 665: 0.0115999235400936, 666: 0.0115999235400936, 667: 0.0115999235400936, 8912: 0.0642263213227563, 8914: 0.0321131606613781, 8919: 0.0321131606613781, 8920: 0.0321131606613781, 8921: 0.0321131606613781, 8922: 0.0321131606613781, 8925: 0.0642263213227563, 8927: 0.0321131606613781, 8932: 0.0321131606613781, 8933: 0.0321131606613781, 8934: 0.0321131606613781, 8935: 0.0321131606613781}"
886,"{1769: 0.0642263213227563, 3127: 0.0349804071490012, 3142: 0.0699608142980024, 6158: 0.0535219344356303}"
887,"{2991: 0.1146898595049221, 2994: 0.1146898595049221, 3220: 0.1003536270668068, 3357: 0.0430086973143457}"
888,"{1935: 0.0443467456752365, 2259: 0.0298193634712797, 2586: 0.119277453885119, 2596: 0.1490968173563987, 2667: 0.0298193634712797, 2739: 0.119277453885119, 3128: 0.0349804071490012, 3159: 0.0174902035745006, 3243: 0.0334512090222689, 3380: 0.0143362324381152, 4027: 0.0344069578514766, 4128: 0.6272101691675427, 4211: 0.0258052183886074, 4560: 0.0389945522316735, 4739: 0.0471834082003249, 4816: 0.0458759438019688, 4911: 0.0095106565994456, 4968: 0.0430086973143457, 5288: 0.0143362324381152, 5305: 0.0143362324381152, 5796: 0.0239510656599445, 5946: 0.0298193634712797, 6190: 0.0267609672178151}"
889,"{10147: 0.0011468985950492, 10348: 0.0011468985950492, 10549: 0.0011468985950492}"
890,"{752: 0.0115999235400936, 753: 0.0115999235400936, 1020: 0.0115999235400936, 1459: 0.0115999235400936, 1473: 0.0115999235400936, 3156: 0.0174902035745006, 5557: 0.1283336519162763, 5562: 0.0855557679441842, 7282: 0.0115999235400936, 7283: 0.0115999235400936, 7284: 0.0115999235400936, 7285: 0.0115999235400936}"
891,"{7892: 0.0358405810952881, 8063: 0.0298193634712797, 9246: 0.4920194972761158, 10180: 0.0011468985950492, 10381: 0.0011468985950492, 10582: 0.0011468985950492}"
892,"{35: 0.0115999235400936, 60: 0.0115999235400936, 85: 0.0115999235400936}"
893,"{2261: 0.0894580904138392, 2271: 0.0298193634712797, 2592: 0.0894580904138392, 4255: 0.0129026091943037, 4741: 0.1415502246009748, 4751: 0.0471834082003249, 4818: 0.1376278314059065, 4828: 0.0458759438019688}"
