B_index,B_id,Latitude,Longitude,Start_time,End_time,Tags,B_Size,B_Cost,Influence,Zone
3226,443718,34.039088,-118.249485,06:24,06:25,Historic Site,311,6941.831,0.462797619047619,2
3227,443718,34.039088,-118.249485,06:26,06:27,Stadium,304,6785.584,0.452380952380952,2
3228,443718,34.039088,-118.249485,06:30,06:31,Hobby Shop,453,10111.413,0.674107142857143,2
3229,443718,34.039088,-118.249485,06:32,06:33,Burger Joint,395,8816.795,0.587797619047619,2
3230,443718,34.039088,-118.249485,06:33,06:34,Gym / Fitness Center,199,4441.879,0.296130952380952,2
3231,443718,34.039088,-118.249485,06:34,06:35,Pet Store,191,4263.311,0.284226190476191,2
3232,443718,34.039088,-118.249485,06:35,06:36,Caribbean Restaurant,272,6071.312,0.404761904761905,2
3233,443718,34.039088,-118.249485,06:38,06:39,Funeral Home,160,3571.36,0.238095238095238,2
3234,443718,34.039088,-118.249485,06:40,06:41,Pet Service,634,14151.514,0.943452380952381,2
3235,443718,34.039088,-118.249485,06:41,06:42,Swiss Restaurant,284,6339.164,0.422619047619048,2
3236,443718,34.039088,-118.249485,06:42,06:43,Temple,563,12566.723,1.67559523809524,2
3237,443718,34.039088,-118.249485,06:43,06:44,Professional & Other Places,635,14173.835,1.88988095238095,2
3238,443718,34.039088,-118.249485,06:44,06:45,Southern / Soul Food Restaurant,627,13995.267,0.933035714285714,2
3239,443718,34.039088,-118.249485,06:47,06:48,Cuban Restaurant,263,5870.423,0.391369047619048,2
3240,443718,34.039088,-118.249485,06:52,06:53,Antique Shop,164,3660.644,0.244047619047619,2
3241,443718,34.039088,-118.249485,06:58,06:59,Plaza,598,13347.958,0.889880952380952,2
3242,443718,34.039088,-118.249485,06:59,07:00,Fair,419,9352.499,0.623511904761905,2
3243,443718,34.039088,-118.249485,07:00,07:01,Nursery School,312,6964.152,0.464285714285714,2
3244,443718,34.039088,-118.249485,07:02,07:03,Shop & Service,88,1964.248,0.130952380952381,2
3245,443718,34.039088,-118.249485,07:05,07:06,Mediterranean Restaurant,132,2946.372,0.196428571428571,2
3246,443718,34.039088,-118.249485,07:06,07:07,Department Store,85,1897.285,0.126488095238095,2
3247,443718,34.039088,-118.249485,07:08,07:09,Gift Shop,159,3549.039,0.236607142857143,2
3248,443718,34.039088,-118.249485,07:11,07:12,Design Studio,508,11339.068,0.755952380952381,2
3249,443718,34.039088,-118.249485,07:12,07:13,Middle School,671,14977.391,0.998511904761905,2
3250,443718,34.039088,-118.249485,07:14,07:15,Building,182,4062.422,0.270833333333333,2
3251,443718,34.039088,-118.249485,07:15,07:16,Music School,560,12499.76,0.833333333333333,2
3252,443718,34.039088,-118.249485,07:16,07:17,Sculpture Garden,537,11986.377,1.59821428571429,2
3253,443718,34.039088,-118.249485,07:19,07:20,Wings Joint,494,11026.574,0.735119047619048,2
3254,443718,34.039088,-118.249485,07:24,07:25,Vietnamese Restaurant,96,2142.816,0.142857142857143,2
3255,443718,34.039088,-118.249485,07:27,07:28,Dessert Shop,501,11182.821,0.745535714285714,2
3256,443718,34.039088,-118.249485,07:28,07:29,Ramen / Noodle House,363,8102.523,0.540178571428571,2
3257,443718,34.039088,-118.249485,07:32,07:33,Seafood Restaurant,180,4017.78,0.535714285714286,2
3258,443718,34.039088,-118.249485,07:33,07:34,Fish & Chips Shop,257,5736.497,0.382440476190476,2
3259,443718,34.039088,-118.249485,07:35,07:36,Bike Rental / Bike Share,491,10959.611,0.730654761904762,2
3260,443718,34.039088,-118.249485,07:36,07:37,Gaming Cafe,204,4553.484,0.607142857142857,2
3261,443718,34.039088,-118.249485,07:37,07:38,Tanning Salon,138,3080.298,0.205357142857143,2
3262,443718,34.039088,-118.249485,07:39,07:40,Theater,665,14843.465,0.989583333333333,2
3263,443718,34.039088,-118.249485,07:40,07:41,Garden Center,457,10200.697,0.680059523809524,2
3264,443718,34.039088,-118.249485,07:41,07:42,University,384,8571.264,1.14285714285714,2
3265,443718,34.039088,-118.249485,07:42,07:43,Student Center,336,7499.856,0.5,2
3266,443718,34.039088,-118.249485,07:44,07:45,Nursery School,330,7365.93,0.491071428571429,2
3267,443718,34.039088,-118.249485,07:48,07:49,Housing Development,357,7968.597,1.0625,2
3268,443718,34.039088,-118.249485,07:49,07:50,Argentinian Restaurant,423,9441.783,0.629464285714286,2
3269,443718,34.039088,-118.249485,07:52,07:53,Garden Center,296,6607.016,0.440476190476191,2
3270,443718,34.039088,-118.249485,07:59,08:00,Drugstore / Pharmacy,240,5357.04,0.357142857142857,2
3271,443718,34.039088,-118.249485,08:05,08:06,Aquarium,253,5647.213,0.376488095238095,2
3272,443718,34.039088,-118.249485,08:07,08:08,Falafel Restaurant,176,3928.496,0.261904761904762,2
3273,443718,34.039088,-118.249485,08:15,08:16,Food & Drink Shop,547,12209.587,0.813988095238095,2
3274,443718,34.039088,-118.249485,08:16,08:17,Salon / Barbershop,296,6607.016,0.880952380952381,2
3275,443718,34.039088,-118.249485,08:17,08:18,Cemetery,257,5736.497,0.382440476190476,2
3276,443718,34.039088,-118.249485,08:18,08:19,Subway,629,14039.909,0.936011904761905,2
3277,443718,34.039088,-118.249485,08:24,08:25,Museum,475,10602.475,1.41369047619048,2
3278,443718,34.039088,-118.249485,08:31,08:32,South American Restaurant,161,3593.681,0.239583333333333,2
3279,443718,34.039088,-118.249485,08:33,08:34,Building,174,3883.854,0.258928571428571,2
3280,443718,34.039088,-118.249485,08:37,08:38,Salad Place,348,7767.708,0.517857142857143,2
3281,443718,34.039088,-118.249485,08:39,08:40,Professional & Other Places,529,11807.809,0.787202380952381,2
3282,443718,34.039088,-118.249485,08:40,08:41,Cemetery,549,12254.229,0.816964285714286,2
3283,443718,34.039088,-118.249485,08:45,08:46,Molecular Gastronomy Restaurant,423,9441.783,1.88839285714286,2
3284,443718,34.039088,-118.249485,08:47,08:48,College Stadium,493,11004.253,1.4672619047619,2
3285,443718,34.039088,-118.249485,08:48,08:49,River,159,3549.039,0.236607142857143,2
3286,443718,34.039088,-118.249485,08:52,08:53,Indian Restaurant,394,8794.474,0.586309523809524,2
3287,443718,34.039088,-118.249485,08:54,08:55,Event Space,420,9374.82,1.25,2
3288,443718,34.039088,-118.249485,08:58,08:59,Spa / Massage,670,14955.07,0.99702380952381,2
3289,443718,34.039088,-118.249485,09:02,09:03,Portuguese Restaurant,240,5357.04,0.714285714285714,2
3290,443718,34.039088,-118.249485,09:03,09:04,Winery,215,4799.015,0.319940476190476,2
3291,443718,34.039088,-118.249485,09:06,09:07,Flea Market,250,5580.25,0.37202380952381,2
3292,443718,34.039088,-118.249485,09:18,09:19,Falafel Restaurant,257,5736.497,0.382440476190476,2
3293,443718,34.039088,-118.249485,09:22,09:23,Funeral Home,358,7990.918,0.532738095238095,2
3294,443718,34.039088,-118.249485,09:25,09:26,Paper / Office Supplies Store,626,13972.946,0.931547619047619,2
3295,443718,34.039088,-118.249485,09:28,09:29,Spa / Massage,85,1897.285,0.126488095238095,2
3296,443718,34.039088,-118.249485,09:29,09:30,Office,570,12722.97,0.848214285714286,2
3297,443718,34.039088,-118.249485,09:34,09:35,Fraternity House,110,2455.31,0.327380952380952,2
3298,443718,34.039088,-118.249485,09:35,09:36,Spa / Massage,207,4620.447,0.308035714285714,2
3299,443718,34.039088,-118.249485,09:37,09:38,Tapas Restaurant,491,10959.611,0.730654761904762,2
3300,443718,34.039088,-118.249485,09:42,09:43,Gluten-free Restaurant,155,3459.755,0.230654761904762,2
3301,443718,34.039088,-118.249485,09:43,09:44,Australian Restaurant,406,9062.326,0.604166666666667,2
3302,443718,34.039088,-118.249485,09:44,09:45,Factory,509,11361.389,0.757440476190476,2
3303,443718,34.039088,-118.249485,09:49,09:50,Australian Restaurant,641,14307.761,0.953869047619047,2
3304,443718,34.039088,-118.249485,09:50,09:51,Synagogue,216,4821.336,0.642857142857143,2
3305,443718,34.039088,-118.249485,09:51,09:52,Home (private),213,4754.373,0.316964285714286,2
3306,443718,34.039088,-118.249485,09:52,09:53,Temple,313,6986.473,0.931547619047619,2
3307,443718,34.039088,-118.249485,09:54,09:55,Mosque,473,10557.833,0.703869047619048,2
3308,443718,34.039088,-118.249485,09:56,09:57,Music Store,152,3392.792,0.452380952380952,2
3309,443718,34.039088,-118.249485,09:59,10:00,Cajun / Creole Restaurant,229,5111.509,0.34077380952381,2
3310,443718,34.039088,-118.249485,10:06,10:07,Parking,196,4374.916,0.291666666666667,2
3311,443718,34.039088,-118.249485,10:07,10:08,Fair,293,6540.053,0.436011904761905,2
3312,443718,34.039088,-118.249485,10:14,10:15,Automotive Shop,551,12298.871,0.819940476190476,2
3313,443718,34.039088,-118.249485,10:16,10:17,Animal Shelter,105,2343.705,0.15625,2
3314,443718,34.039088,-118.249485,10:17,10:18,Gift Shop,131,2924.051,0.194940476190476,2
3315,443718,34.039088,-118.249485,10:18,10:19,Tea Room,344,7678.424,1.53571428571429,2
3316,443718,34.039088,-118.249485,10:26,10:27,French Restaurant,219,4888.299,0.651785714285714,2
3317,443718,34.039088,-118.249485,10:27,10:28,Bus Station,601,13414.921,0.894345238095238,2
3318,443718,34.039088,-118.249485,10:31,10:32,Italian Restaurant,527,11763.167,0.78422619047619,2
3319,443718,34.039088,-118.249485,10:32,10:33,Ski Area,620,13839.02,0.922619047619047,2
3320,443718,34.039088,-118.249485,10:35,10:36,Temple,316,7053.436,0.470238095238095,2
3321,443718,34.039088,-118.249485,10:38,10:39,Distillery,498,11115.858,0.741071428571429,2
3322,443718,34.039088,-118.249485,10:40,10:41,Cemetery,80,1785.68,0.119047619047619,2
3323,443718,34.039088,-118.249485,10:44,10:45,Filipino Restaurant,350,7812.35,0.520833333333333,2
3324,443718,34.039088,-118.249485,10:48,10:49,Home (private),451,10066.771,1.3422619047619,2
3325,443718,34.039088,-118.249485,10:53,10:54,Taco Place,248,5535.608,0.738095238095238,2
3326,443718,34.039088,-118.249485,10:54,10:55,Shrine,353,7879.313,0.525297619047619,2
3327,443718,34.039088,-118.249485,10:56,10:57,Ski Area,324,7232.004,0.482142857142857,2
3328,443718,34.039088,-118.249485,10:58,10:59,Animal Shelter,655,14620.255,0.974702380952381,2
3329,443718,34.039088,-118.249485,11:01,11:02,Moving Target,221,4932.941,0.328869047619048,2
3330,443718,34.039088,-118.249485,11:09,11:10,Café,543,12120.303,0.808035714285714,2
3331,443718,34.039088,-118.249485,11:10,11:11,Synagogue,593,13236.353,2.64732142857143,2
3332,443718,34.039088,-118.249485,11:12,11:13,Brewery,343,7656.103,1.02083333333333,2
3333,443718,34.039088,-118.249485,11:15,11:16,Indian Restaurant,518,11562.278,0.770833333333333,2
3334,443718,34.039088,-118.249485,11:16,11:17,Cemetery,399,8906.079,0.59375,2
3335,443718,34.039088,-118.249485,11:18,11:19,Fast Food Restaurant,660,14731.86,0.982142857142857,2
3336,443718,34.039088,-118.249485,11:22,11:23,Indian Restaurant,251,5602.571,0.74702380952381,2
3337,443718,34.039088,-118.249485,11:29,11:30,Music Venue,503,11227.463,0.748511904761905,2
3338,443718,34.039088,-118.249485,11:32,11:33,Japanese Restaurant,372,8303.412,0.553571428571429,2
3339,443718,34.039088,-118.249485,11:37,11:38,Spiritual Center,656,14642.576,1.95238095238095,2
3340,443718,34.039088,-118.249485,11:38,11:39,Smoke Shop,297,6629.337,0.441964285714286,2
3341,443718,34.039088,-118.249485,11:39,11:40,Thai Restaurant,531,11852.451,0.790178571428571,2
3342,443718,34.039088,-118.249485,11:49,11:50,Tea Room,476,10624.796,0.708333333333333,2
3343,443718,34.039088,-118.249485,11:51,11:52,General Entertainment,496,11071.216,0.738095238095238,2
3344,443718,34.039088,-118.249485,11:56,11:57,Southern / Soul Food Restaurant,232,5178.472,0.345238095238095,2
3345,443718,34.039088,-118.249485,11:58,11:59,Beer Garden,136,3035.656,0.202380952380952,2
3346,443718,34.039088,-118.249485,11:59,12:00,Car Dealership,551,12298.871,0.819940476190476,2
3347,443718,34.039088,-118.249485,12:03,12:04,Shrine,519,11584.599,0.772321428571429,2
3348,443718,34.039088,-118.249485,12:07,12:08,Tea Room,629,14039.909,0.936011904761905,2
3349,443718,34.039088,-118.249485,12:08,12:09,Mexican Restaurant,115,2566.915,0.171130952380952,2
3350,443718,34.039088,-118.249485,12:12,12:13,Nursery School,401,8950.721,0.59672619047619,2
3351,443718,34.039088,-118.249485,12:13,12:14,Temple,213,4754.373,0.316964285714286,2
3352,443718,34.039088,-118.249485,12:14,12:15,Ski Area,463,10334.623,0.688988095238095,2
3353,443718,34.039088,-118.249485,12:15,12:16,Sushi Restaurant,269,6004.349,0.400297619047619,2
3354,443718,34.039088,-118.249485,12:23,12:24,Residential Building (Apartment / Condo),398,8883.758,0.592261904761905,2
3355,443718,34.039088,-118.249485,12:24,12:25,Drugstore / Pharmacy,364,8124.844,0.541666666666667,2
3356,443718,34.039088,-118.249485,12:25,12:26,Plaza,539,12031.019,0.802083333333333,2
3357,443718,34.039088,-118.249485,12:27,12:28,Deli / Bodega,120,2678.52,0.178571428571429,2
3358,443718,34.039088,-118.249485,12:29,12:30,Vietnamese Restaurant,347,7745.387,1.0327380952381,2
3359,443718,34.039088,-118.249485,12:31,12:32,Bike Rental / Bike Share,651,14530.971,0.96875,2
3360,443718,34.039088,-118.249485,12:33,12:34,Department Store,178,3973.138,0.529761904761905,2
3361,443718,34.039088,-118.249485,12:34,12:35,Café,526,11740.846,0.782738095238095,2
3362,443718,34.039088,-118.249485,12:37,12:38,Smoke Shop,507,11316.747,0.754464285714286,2
3363,443718,34.039088,-118.249485,12:38,12:39,Library,381,8504.301,0.566964285714286,2
3364,443718,34.039088,-118.249485,12:44,12:45,Fast Food Restaurant,248,5535.608,0.369047619047619,2
3365,443718,34.039088,-118.249485,12:47,12:48,Wings Joint,126,2812.446,0.1875,2
3366,443718,34.039088,-118.249485,12:52,12:53,Snack Place,92,2053.532,0.136904761904762,2
3367,443718,34.039088,-118.249485,12:53,12:54,Antique Shop,214,4776.694,0.955357142857143,2
3368,443718,34.039088,-118.249485,12:54,12:55,Moving Target,400,8928.4,0.595238095238095,2
3369,443718,34.039088,-118.249485,12:55,12:56,College Academic Building,255,5691.855,0.379464285714286,2
3370,443718,34.039088,-118.249485,12:56,12:57,Zoo,475,10602.475,1.41369047619048,2
3371,443718,34.039088,-118.249485,12:57,12:58,Sculpture Garden,591,13191.711,0.879464285714286,2
3372,443718,34.039088,-118.249485,13:00,13:01,Electronics Store,545,12164.945,0.811011904761905,2
3373,443718,34.039088,-118.249485,13:10,13:11,Post Office,625,13950.625,0.930059523809524,2
3374,443718,34.039088,-118.249485,13:11,13:12,College Theater,413,9218.573,0.614583333333333,2
3375,443718,34.039088,-118.249485,13:12,13:13,Automotive Shop,119,2656.199,0.177083333333333,2
3376,443718,34.039088,-118.249485,13:15,13:16,Arepa Restaurant,385,8593.585,0.572916666666667,2
3377,443718,34.039088,-118.249485,13:16,13:17,Diner,445,9932.845,0.662202380952381,2
3378,443718,34.039088,-118.249485,13:17,13:18,Housing Development,285,6361.485,0.424107142857143,2
3379,443718,34.039088,-118.249485,13:25,13:26,Car Wash,625,13950.625,0.930059523809524,2
3380,443718,34.039088,-118.249485,13:26,13:27,Australian Restaurant,452,10089.092,0.672619047619048,2
3381,443718,34.039088,-118.249485,13:28,13:29,Nail Salon,491,10959.611,0.730654761904762,2
3382,443718,34.039088,-118.249485,13:34,13:35,Scandinavian Restaurant,262,5848.102,0.389880952380952,2
3383,443718,34.039088,-118.249485,13:40,13:41,Vegetarian / Vegan Restaurant,366,8169.486,0.544642857142857,2
3384,443718,34.039088,-118.249485,13:44,13:45,Science Museum,609,13593.489,0.90625,2
3385,443718,34.039088,-118.249485,13:47,13:48,American Restaurant,594,13258.674,0.883928571428571,2
3386,443718,34.039088,-118.249485,13:49,13:50,Nursery School,474,10580.154,0.705357142857143,2
3387,443718,34.039088,-118.249485,13:53,13:54,Library,86,1919.606,0.255952380952381,2
3388,443718,34.039088,-118.249485,13:55,13:56,Travel & Transport,387,8638.227,0.575892857142857,2
3389,443718,34.039088,-118.249485,13:58,13:59,Café,209,4665.089,0.311011904761905,2
3390,443718,34.039088,-118.249485,13:59,14:00,Newsstand,489,10914.969,2.18303571428571,2
3391,443718,34.039088,-118.249485,14:04,14:05,Bike Shop,622,13883.662,0.925595238095238,2
3392,443718,34.039088,-118.249485,14:07,14:08,Southern / Soul Food Restaurant,86,1919.606,0.12797619047619,2
3393,443718,34.039088,-118.249485,14:09,14:10,Medical School,617,13772.057,0.918154761904762,2
3394,443718,34.039088,-118.249485,14:15,14:16,Sorority House,512,11428.352,0.761904761904762,2
3395,443718,34.039088,-118.249485,14:19,14:20,Fried Chicken Joint,545,12164.945,0.811011904761905,2
3396,443718,34.039088,-118.249485,14:20,14:21,Casino,249,5557.929,0.370535714285714,2
3397,443718,34.039088,-118.249485,14:22,14:23,Portuguese Restaurant,561,12522.081,0.834821428571429,2
3398,443718,34.039088,-118.249485,14:27,14:28,Storage Facility,324,7232.004,0.482142857142857,2
3399,443718,34.039088,-118.249485,14:31,14:32,Scenic Lookout,160,3571.36,0.238095238095238,2
3400,443718,34.039088,-118.249485,14:36,14:37,Argentinian Restaurant,228,5089.188,0.339285714285714,2
3401,443718,34.039088,-118.249485,14:38,14:39,Gas Station / Garage,564,12589.044,0.839285714285714,2
3402,443718,34.039088,-118.249485,14:45,14:46,Fish & Chips Shop,521,11629.241,0.775297619047619,2
3403,443718,34.039088,-118.249485,14:51,14:52,Tapas Restaurant,440,9821.24,0.654761904761905,2
3404,443718,34.039088,-118.249485,14:52,14:53,Fair,667,14888.107,0.992559523809524,2
3405,443718,34.039088,-118.249485,14:56,14:57,Motorcycle Shop,403,8995.363,0.599702380952381,2
3406,443718,34.039088,-118.249485,15:00,15:01,Other Nightlife,144,3214.224,0.214285714285714,2
3407,443718,34.039088,-118.249485,15:01,15:02,Bagel Shop,599,13370.279,0.891369047619048,2
3408,443718,34.039088,-118.249485,15:07,15:08,Flea Market,557,12432.797,0.828869047619048,2
3409,443718,34.039088,-118.249485,15:08,15:09,Athletic & Sport,559,12477.439,0.831845238095238,2
3410,443718,34.039088,-118.249485,15:09,15:10,Indian Restaurant,439,9798.919,0.65327380952381,2
3411,443718,34.039088,-118.249485,15:17,15:18,Sandwich Place,531,11852.451,0.790178571428571,2
3412,443718,34.039088,-118.249485,15:24,15:25,Board Shop,448,9999.808,0.666666666666667,2
3413,443718,34.039088,-118.249485,15:25,15:26,Mexican Restaurant,161,3593.681,0.479166666666667,2
3414,443718,34.039088,-118.249485,15:26,15:27,Automotive Shop,340,7589.14,0.505952380952381,2
3415,443718,34.039088,-118.249485,15:31,15:32,Hobby Shop,442,9865.882,0.657738095238095,2
3416,443718,34.039088,-118.249485,15:32,15:33,Pool,179,3995.459,0.266369047619048,2
3417,443718,34.039088,-118.249485,15:37,15:38,Seafood Restaurant,158,3526.718,0.235119047619048,2
3418,443718,34.039088,-118.249485,15:38,15:39,Embassy / Consulate,231,5156.151,0.34375,2
3419,443718,34.039088,-118.249485,15:40,15:41,BBQ Joint,348,7767.708,0.517857142857143,2
3420,443718,34.039088,-118.249485,15:42,15:43,Other Great Outdoors,141,3147.261,0.209821428571429,2
3421,443718,34.039088,-118.249485,15:44,15:45,Casino,86,1919.606,0.255952380952381,2
3422,443718,34.039088,-118.249485,15:45,15:46,Tanning Salon,617,13772.057,2.75446428571429,2
3423,443718,34.039088,-118.249485,15:51,15:52,Gym / Fitness Center,286,6383.806,0.425595238095238,2
3424,443718,34.039088,-118.249485,15:55,15:56,College Theater,168,3749.928,0.25,2
3425,443718,34.039088,-118.249485,16:04,16:05,Plaza,542,12097.982,0.806547619047619,2
3426,443718,34.039088,-118.249485,16:09,16:10,Nightlife Spot,559,12477.439,0.831845238095238,2
3427,443718,34.039088,-118.249485,16:12,16:13,Fraternity House,234,5223.114,0.348214285714286,2
3428,443718,34.039088,-118.249485,16:14,16:15,Dessert Shop,594,13258.674,0.883928571428571,2
3429,443718,34.039088,-118.249485,16:15,16:16,College & University,343,7656.103,0.510416666666667,2
3430,443718,34.039088,-118.249485,16:21,16:22,Neighborhood,222,4955.262,0.660714285714286,2
3431,443718,34.039088,-118.249485,16:23,16:24,General College & University,447,9977.487,0.665178571428571,2
3432,443718,34.039088,-118.249485,16:24,16:25,Flower Shop,426,9508.746,0.633928571428571,2
3433,443718,34.039088,-118.249485,16:25,16:26,Garden Center,488,10892.648,0.726190476190476,2
3434,443718,34.039088,-118.249485,16:26,16:27,Bookstore,310,6919.51,0.922619047619047,2
3435,443718,34.039088,-118.249485,16:29,16:30,Fair,265,5915.065,0.394345238095238,2
3436,443718,34.039088,-118.249485,16:32,16:33,Malaysian Restaurant,633,14129.193,0.941964285714286,2
3437,443718,34.039088,-118.249485,16:34,16:35,Chinese Restaurant,272,6071.312,0.404761904761905,2
3438,443718,34.039088,-118.249485,16:36,16:37,Event Space,543,12120.303,0.808035714285714,2
3439,443718,34.039088,-118.249485,16:38,16:39,Gaming Cafe,107,2388.347,0.15922619047619,2
3440,443718,34.039088,-118.249485,16:41,16:42,Furniture / Home Store,133,2968.693,0.395833333333333,2
3441,443718,34.039088,-118.249485,16:43,16:44,Department Store,392,8749.832,0.583333333333333,2
3442,443718,34.039088,-118.249485,16:52,16:53,Cajun / Creole Restaurant,308,6874.868,0.458333333333333,2
3443,443718,34.039088,-118.249485,16:53,16:54,Library,190,4240.99,0.282738095238095,2
3444,443718,34.039088,-118.249485,16:59,17:00,Toy / Game Store,271,6048.991,0.806547619047619,2
3445,443718,34.039088,-118.249485,17:05,17:06,Gas Station / Garage,478,10669.438,1.42261904761905,2
3446,443718,34.039088,-118.249485,17:06,17:07,Music Venue,655,14620.255,1.94940476190476,2
3447,443718,34.039088,-118.249485,17:07,17:08,American Restaurant,92,2053.532,0.136904761904762,2
3448,443718,34.039088,-118.249485,17:09,17:10,Park,644,14374.724,0.958333333333333,2
3449,443718,34.039088,-118.249485,17:14,17:15,Department Store,97,2165.137,0.433035714285714,2
3450,443718,34.039088,-118.249485,17:17,17:18,Elementary School,388,8660.548,0.577380952380952,2
3451,443718,34.039088,-118.249485,17:26,17:27,Music Venue,516,11517.636,0.767857142857143,2
3452,443718,34.039088,-118.249485,17:30,17:31,Hotel,491,10959.611,0.730654761904762,2
3453,443718,34.039088,-118.249485,17:32,17:33,Hotel,205,4575.805,0.305059523809524,2
3454,443718,34.039088,-118.249485,17:34,17:35,Sandwich Place,509,11361.389,0.757440476190476,2
3455,443718,34.039088,-118.249485,17:35,17:36,Thai Restaurant,137,3057.977,0.203869047619048,2
3456,443718,34.039088,-118.249485,17:39,17:40,Museum,497,11093.537,0.739583333333333,2
3457,443718,34.039088,-118.249485,17:42,17:43,Caribbean Restaurant,500,11160.5,0.744047619047619,2
3458,443718,34.039088,-118.249485,17:47,17:48,Factory,434,9687.314,1.29166666666667,2
3459,443718,34.039088,-118.249485,17:49,17:50,Campground,453,10111.413,0.674107142857143,2
3460,443718,34.039088,-118.249485,17:56,17:57,Motorcycle Shop,541,12075.661,0.805059523809524,2
3461,443718,34.039088,-118.249485,17:58,17:59,Flea Market,611,13638.131,0.90922619047619,2
3462,443718,34.039088,-118.249485,18:02,18:03,Outdoors & Recreation,226,5044.546,0.336309523809524,2
3463,443718,34.039088,-118.249485,18:03,18:04,Mall,332,7410.572,0.988095238095238,2
3464,443718,34.039088,-118.249485,18:04,18:05,Malaysian Restaurant,374,8348.054,0.556547619047619,2
3465,443718,34.039088,-118.249485,18:05,18:06,Video Game Store,282,6294.522,0.839285714285714,2
3466,443718,34.039088,-118.249485,18:06,18:07,Ski Area,565,12611.365,1.68154761904762,2
3467,443718,34.039088,-118.249485,18:08,18:09,City,274,6115.954,0.81547619047619,2
3468,443718,34.039088,-118.249485,18:10,18:11,South American Restaurant,421,9397.141,0.626488095238095,2
3469,443718,34.039088,-118.249485,18:11,18:12,General Travel,671,14977.391,0.998511904761905,2
3470,443718,34.039088,-118.249485,18:13,18:14,Post Office,318,7098.078,0.473214285714286,2
3471,443718,34.039088,-118.249485,18:16,18:17,Toy / Game Store,319,7120.399,0.474702380952381,2
3472,443718,34.039088,-118.249485,18:18,18:19,Flower Shop,510,11383.71,1.51785714285714,2
3473,443718,34.039088,-118.249485,18:24,18:25,Event Space,294,6562.374,0.875,2
3474,443718,34.039088,-118.249485,18:25,18:26,Medical School,651,14530.971,0.96875,2
3475,443718,34.039088,-118.249485,18:27,18:28,German Restaurant,371,8281.091,0.552083333333333,2
3476,443718,34.039088,-118.249485,18:28,18:29,Antique Shop,407,9084.647,0.605654761904762,2
3477,443718,34.039088,-118.249485,18:30,18:31,Video Store,354,7901.634,0.526785714285714,2
3478,443718,34.039088,-118.249485,18:32,18:33,Jewelry Store,451,10066.771,0.671130952380952,2
3479,443718,34.039088,-118.249485,18:34,18:35,City,533,11897.093,1.58630952380952,2
3480,443718,34.039088,-118.249485,18:37,18:38,Shop & Service,396,8839.116,1.17857142857143,2
3481,443718,34.039088,-118.249485,18:38,18:39,Airport,456,10178.376,0.678571428571429,2
3482,443718,34.039088,-118.249485,18:39,18:40,Chinese Restaurant,465,10379.265,0.691964285714286,2
3483,443718,34.039088,-118.249485,18:40,18:41,Fair,217,4843.657,0.645833333333333,2
3484,443718,34.039088,-118.249485,18:41,18:42,College Academic Building,482,10758.722,0.717261904761905,2
3485,443718,34.039088,-118.249485,18:45,18:46,Pool Hall,625,13950.625,0.930059523809524,2
3486,443718,34.039088,-118.249485,18:46,18:47,Peruvian Restaurant,203,4531.163,0.604166666666667,2
3487,443718,34.039088,-118.249485,18:47,18:48,Portuguese Restaurant,329,7343.609,0.489583333333333,2
3488,443718,34.039088,-118.249485,18:48,18:49,Drugstore / Pharmacy,597,13325.637,1.77678571428571,2
3489,443718,34.039088,-118.249485,18:59,19:00,Aquarium,414,9240.894,0.616071428571429,2
3490,443718,34.039088,-118.249485,19:03,19:04,Dessert Shop,243,5424.003,0.361607142857143,2
3491,443718,34.039088,-118.249485,19:04,19:05,Nightlife Spot,142,3169.582,0.211309523809524,2
3492,443718,34.039088,-118.249485,19:05,19:06,Bar,151,3370.471,0.224702380952381,2
3493,443718,34.039088,-118.249485,19:08,19:09,Convenience Store,246,5490.966,0.366071428571429,2
3494,443718,34.039088,-118.249485,19:09,19:10,Sculpture Garden,283,6316.843,0.421130952380952,2
3495,443718,34.039088,-118.249485,19:10,19:11,Office,655,14620.255,0.974702380952381,2
3496,443718,34.039088,-118.249485,19:12,19:13,Fried Chicken Joint,518,11562.278,1.54166666666667,2
3497,443718,34.039088,-118.249485,19:19,19:20,Harbor / Marina,181,4040.101,0.269345238095238,2
3498,443718,34.039088,-118.249485,19:23,19:24,Seafood Restaurant,402,8973.042,0.598214285714286,2
3499,443718,34.039088,-118.249485,19:24,19:25,Athletic & Sport,179,3995.459,0.266369047619048,2
3500,443718,34.039088,-118.249485,19:26,19:27,Comedy Club,546,12187.266,0.8125,2
3501,443718,34.039088,-118.249485,19:29,19:30,College Academic Building,667,14888.107,0.992559523809524,2
3502,443718,34.039088,-118.249485,19:32,19:33,Caribbean Restaurant,532,11874.772,0.791666666666667,2
3503,443718,34.039088,-118.249485,19:33,19:34,Car Wash,505,11272.105,0.751488095238095,2
3504,443718,34.039088,-118.249485,19:37,19:38,Ski Area,127,2834.767,0.188988095238095,2
3505,443718,34.039088,-118.249485,19:42,19:43,Spa / Massage,228,5089.188,0.339285714285714,2
3506,443718,34.039088,-118.249485,19:51,19:52,Dummy,392,8749.832,1.16666666666667,2
3507,443718,34.039088,-118.249485,19:52,19:53,Flea Market,279,6227.559,1.24553571428571,2
3508,443718,34.039088,-118.249485,19:53,19:54,Shrine,146,3258.866,0.217261904761905,2
